date,positive_rate,imp_inci_rate,indi_inci_rate,fatality
2021-06-08,0.015224582733658412,0.0017957927142124165,0.01712691941788653,0.035398988600325705
2021-06-09,0.013431372034844997,0.0021413276231263384,0.01546146579698172,0.036683417085427134
2021-06-10,0.011353239413837202,0.002397442727757059,0.013547708181687473,0.037034002458009016
2021-06-11,0.010130246020260492,0.00196319018404908,0.01249998644926372,0.03730686093987671
2021-06-12,0.008695776951886239,0.0022483137646764927,0.010955656728061078,0.03806608586453183
2021-06-13,0.007945559610705597,0.00251130085384229,0.010065396065250148,0.039098792195726234
2021-06-14,0.008445177869853321,0.0017557060446450963,0.009968496945488414,0.040149606900236626
2021-06-15,0.008046236371655094,0.0024691358024691358,0.009441607981783982,0.04102447869446963
2021-06-16,0.0075054690021568605,0.002881844380403458,0.008799651313362493,0.04155165982842223
2021-06-17,0.006961743321789497,0.002086714583816369,0.008272762349658064,0.041752577319587626
2021-06-18,0.006587853548140417,0.0021749637506041563,0.007667142851147223,0.04220543367717565
2021-06-19,0.006005771374399683,0.002158273381294964,0.0069282870629639995,0.04282424067942997
2021-06-20,0.005710503228246766,0.0023132084200786487,0.006522521998961739,0.04320502749410841
2021-06-21,0.0047998190232171585,0.0022655188038060714,0.005850284355614707,0.04361724799318036
2021-06-22,0.004444723885433493,0.0018252338580880675,0.005517193631433745,0.04380077711056164
2021-06-23,0.004159320481974655,0.0011111111111111111,0.005141709542357025,0.04411249035696753
2021-06-24,0.004036261493865781,0.0013568521031207597,0.004863124573042039,0.044200430884703594
2021-06-25,0.0035299286439317043,0.0010526315789473684,0.004202999319665224,0.04438299343242309
2021-06-26,0.0032997278104709335,0.001182033096926714,0.003906245765394913,0.044895152973530424
2021-06-27,0.0031929481892289864,0.0010183299389002036,0.0037911780606778526,0.04496378297116305
2021-06-28,0.0030318541560026774,0.0010324179227751392,0.003700335135901227,0.04539576669162186
2021-06-29,0.002916213060890725,0.0008061265618702135,0.003561042651243734,0.0456364006238557
2021-06-30,0.0027002342850335538,0.0009582215408202375,0.003264289096973423,0.04566641896912788
2021-07-01,0.0024337791765014424,,0.002767681108194535,0.04551269103884737
2021-07-02,,,0.0026526134034774757,
2021-07-03,,,0.002180230194639021,
