symptom,trav_hist,value,label
asymptomatic,Philippines,0.24437555764572744,111
cough,Philippines,-0.17996850826633864,7
fever,Philippines,-0.0839282292306744,10
sneezing,Philippines,-0.16233380176158174,3
throatache,Philippines,-0.15417784325950223,3
dysnosmia,Philippines,-0.10187452658145246,5
dysgeusia,Philippines,-0.034835142998987614,6
headache,Philippines,-0.09351084470908,2
diarrhea,Philippines,-0.13671046100262674,0
fatigue,Philippines,-0.06732777156958934,2
asymptomatic,Indonesia,0.23568102762533372,73
cough,Indonesia,-0.1527829103186485,3
fever,Indonesia,-0.12176186610359511,3
sneezing,Indonesia,-0.13534021298742216,1
throatache,Indonesia,-0.10779449456196832,2
dysnosmia,Indonesia,-0.12154170832950154,1
dysgeusia,Indonesia,-0.09674287266558299,1
headache,Indonesia,-0.0745380886186375,1
diarrhea,Indonesia,-0.09853526114410695,0
fatigue,Indonesia,-0.09149762516961665,0
asymptomatic,USA,-0.20736149908179308,15
cough,USA,0.17207747016302044,13
fever,USA,0.06435273614665027,7
sneezing,USA,0.07132416362386962,6
throatache,USA,0.13874601652508228,8
dysnosmia,USA,0.060556403226072975,5
dysgeusia,USA,0.09774378115812933,5
headache,USA,-0.027847150572820834,1
diarrhea,USA,0.11050843029168583,4
fatigue,USA,0.08070806459620926,3
asymptomatic,India,0.010916595176847878,22
cough,India,0.06343990236531888,7
fever,India,-0.018042335741099293,3
sneezing,India,0.10169559018257053,6
throatache,India,0.010566268286231521,3
dysnosmia,India,0.05358087570140299,4
dysgeusia,India,0.04694322723348598,3
headache,India,-0.06114892803524679,0
diarrhea,India,0.08808694806999132,3
fatigue,India,0.05064265247255509,2
asymptomatic,UK,-0.056905267192492254,8
cough,UK,-0.005330775175059595,2
fever,UK,0.09477257960015648,4
sneezing,UK,0.03077391737352023,2
throatache,UK,0.03506404429469785,2
dysnosmia,UK,0.042024154627835146,2
dysgeusia,UK,0.00848657633163527,1
headache,UK,0.08943796840434162,2
diarrhea,UK,0.10008525149190117,2
fatigue,UK,0.03854610461291239,1
asymptomatic,Japan,-0.12502172548229282,3
cough,Japan,0.07136240321480647,3
fever,Japan,0.09360336170877408,3
sneezing,Japan,0.006333709296234724,1
throatache,Japan,0.009325785327775532,1
dysnosmia,Japan,-0.045689627789489526,0
dysgeusia,Japan,-0.03894188214349028,0
headache,Japan,0.046117435460105,1
diarrhea,Japan,0.13736509418097476,2
fatigue,Japan,0.15162430749559316,2
asymptomatic,UAE,0.010154893814140916,7
cough,UAE,0.025949964805384227,2
fever,UAE,-0.05680415090506037,0
sneezing,UAE,-0.04956815970966086,0
throatache,UAE,-0.04804192441581518,0
dysnosmia,UAE,-0.04568962778948945,0
dysgeusia,UAE,-0.038941882143490265,0
headache,UAE,0.04611743546010521,1
diarrhea,UAE,-0.031125021340100114,0
fatigue,UAE,-0.02890199409740052,0
asymptomatic,Egypt,-0.17893791741036436,1
cough,Egypt,0.12976616428566207,4
fever,Egypt,-0.0010400238833830032,1
sneezing,Egypt,0.24729219322019225,5
throatache,Egypt,0.25645420527955864,5
dysnosmia,Egypt,-0.04329036169422869,0
dysgeusia,Egypt,-0.03689695549311346,0
headache,Egypt,0.3026194957480759,4
diarrhea,Egypt,0.14788977641418707,2
fatigue,Egypt,0.06764152390490873,1
asymptomatic,Brazil,-0.03662881952866417,5
cough,Brazil,-0.061468183082682454,0
fever,Brazil,-0.0010400238833828054,1
sneezing,Brazil,-0.046965223096917724,0
throatache,Brazil,0.014875533948930346,1
dysnosmia,Brazil,-0.043290361694228556,0
dysgeusia,Brazil,-0.03689695549311352,0
headache,Brazil,-0.03147571913627197,0
diarrhea,Brazil,-0.02949057579898852,0
fatigue,Brazil,-0.027384284764271058,0
asymptomatic,Paraguay,-0.0008553571990445527,4
cough,Paraguay,0.06666666666666635,2
fever,Paraguay,0.08502154695166822,2
sneezing,Paraguay,0.03360437849825915,1
throatache,Paraguay,-0.037026581558867684,0
dysnosmia,Paraguay,-0.03521363372331802,0
dysgeusia,Paraguay,-0.03001305199104594,0
headache,Paraguay,-0.025603261360379832,0
diarrhea,Paraguay,-0.02398848828777004,0
fatigue,Paraguay,0.09366994635631372,1
